ID,NAME,PHONENUMBER,ADDRESS,CITY,STATE,PHONEAREACODE,STATE_ENCODED_0,STATE_ENCODED_1,CITY_ENCODED
1450000000481,CapnsSteakhouseSaloon,(920) 568-0909,"855 Lexington Boulevard, Fort Atkinson, WI",Fort Atkinson,WI,920568,0,4,714379.5630344471
1450000000482,CaponiesTrattoria,(773) 804-9024,"7419 W Irving Park Road, IL",Chicago,IL,773804,0,1,602096.4060475162
1450000000483,CapriRestaurant,(212) 740-3110,"1342 Saint Nicholas Avenue, New York, NY",New York,NY,212740,0,3,268251.2127659576
1450000000484,Capriottis,(310) 391-1600,"5495 S Sepulveda Blxd, Culver City, CA",Culver City,CA,310391,0,2,488997.1155238714
1450000000485,CapriottisSandwichShop,(608) 255-2227,"902 Regent St, Madison, WI",Madison,WI,608255,0,4,609773.4410629224
1450000000486,CaracasEmpanadas,(608) 279-0835,"Library Mall, Madison, WI",Madison,WI,608279,0,4,609773.4410629224
1450000000487,CaraisosItalianFood,(818) 367-7766,"13737 Foothill Blvd, Sylmar, CA",Sylmar,CA,818367,0,2,597650.0570030052
1450000000488,Caravan,(773) 271-6022,"4810 N.Broadway Street, Uptown, Chicago, ",Chicago,IL,773271,0,1,602096.4060475162
1450000000489,CargoCoffee,(608) 268-0597,"1309 S Park St, Madison, WI",Madison,WI,608268,0,4,609773.4410629224
1450000000490,CaribbeanAmericanBakery,(773) 761-0700,"1539 W. Howard Street, Chicago, IL",Chicago,IL,773761,0,1,602096.4060475162
1450000000491,CaribbeanTopGrillRestaurant,(347) 295-1385,"2077 Nostrand Avenue, Brooklyn, NY, NY",Brooklyn,NY,347295,0,3,650862.5810548888
1450000000492,CaribbeanVibes,(347) 663-9085,"1436 Nostrand Avenue, Brooklyn, NY",Brooklyn,NY,347663,0,3,650862.5810548888
1450000000493,CaribeRestaurant,(718) 324-5300,"2 E Gun Hill Road, Bronx, NY",Bronx,NY,718324,0,3,674443.1440244734
1450000000494,CaridadRestaurant,(718) 583-6462,"410 E Tremont Avenue, NY",Bronx,NY,718583,0,3,674443.1440244734
1450000000495,CariocaGrill,(718) 606-1329,"29-03 Broadway, Queens, NY",Queens,NY,718606,0,3,708294.8666243096
1450000000496,Carmines,(212) 221-3800,"200 W 44th Street, New York, NY",New York,NY,212221,0,3,268251.2127659576
1450000000497,Carmines,(310) 441-4706,"10463 Santa Monica Blvd, Los Angeles, CA",Los Angeles,CA,310441,0,2,305365.81018923124
1450000000498,CarnitasDonRafa,(773) 847-8342,"4619 S Kedzie Ave, IL",Chicago,IL,773847,0,1,602096.4060475162
1450000000499,Carnivale,(312) 850-5005,"702 W. Fulton Market, Chicago, IL",Chicago,IL,312850,0,1,602096.4060475162
1450000000500,CarolynsKitchen,(323) 585-1660,"853 East Manchester Avenue, Los Angeles, CA",Los Angeles,CA,323585,0,2,305365.81018923124
1450000000501,CarusosItalianRestaurant,(818) 367-7766,"13737 Foothill Blvd, Sylmar, CA",Sylmar,CA,818367,0,2,597650.0570030052
1450000000502,CasaComida,(732) 229-7774,"336 Branchport Ave, Long Branch, NJ",Long Branch,NJ,732229,0,6,579307.9126467947
1450000000503,CasaDELara,(608) 251-7200,"341 State St Ste 2, Madison, WI",Madison,WI,608251,0,4,609773.4410629224
1450000000504,CasaDelChefBistro,(718) 457-9000,"3906 64th Street, Queens, NY",Queens,NY,718457,0,3,708294.8666243096
1450000000505,CasaDelSol,(608) 663-8818,"3040 Cahill Main, Fitchburg, WI",Fitchburg,WI,608663,0,4,580096.8879025953
1450000000506,CasaMono,(212) 253-2773,"52 Irving Place, New York, NY",New York,NY,212253,0,3,268251.2127659576
1450000000507,CasaRivera,(718) 426-7590,"4015 82nd St, Elmhurst, NY",Elmhurst,NY,718426,0,3,581849.0925657434
1450000000508,CasaVasca,(973) 465-1350,"141 Elm Street, Newark, NJ",Newark,NJ,973465,0,6,575882.6909566197
1450000000509,CasellulaCheeseandWineCafe,(212) 247-8137,"401 W 52nd Street, New York, NY",New York,NY,212247,0,3,268251.2127659576
1450000000510,CaseyMorans,(773) 755-4444,"3660 N. Clark Street, Chicago, IL",Chicago,IL,773755,0,1,602096.4060475162
1450000000511,CaseysIrishBarGrill,(213) 629-2353,"613 S Grand Ave Bsmt, Los Angeles, CA",Los Angeles,CA,213629,0,2,305365.81018923124
1450000000512,CassellsHamburgers,(213) 387-5502,"3600 W 6th St, Los Angeles, CA",Los Angeles,CA,213387,0,2,305365.81018923124
1450000000513,CastawaysBarGrill,(773) 281-1200,"1603 N. Lake Shore Drive, Chicago, IL",Chicago,IL,773281,0,1,602096.4060475162
1450000000514,CastletonCornerDeliGas,(802) 468-5844,"Route 4A & Route 30, Castleton, VT",Castleton,VT,802468,1,3,581458.1660078586
1450000000515,CatalinasChampurrado,1272,"1478 Saint Nicholas Street, New York, NY",New York,NY,212213,0,3,268251.2127659576
1450000000516,Cea,(718) 620-0337,"1003 Soundview Ave, Bronx, NY",Bronx,NY,718620,0,3,674443.1440244734
1450000000517,Ceetay,(718) 618-7020,"129 Alexander Avenue, Bronx, NY",Bronx,NY,718618,0,3,674443.1440244734
1450000000518,CelinasDeliPantry,(630) 243-6870,"814 State St, Lemont, IL",Lemont,IL,630243,0,1,564593.3389687865
1450000000519,Cellini,(212) 751-1555,"65 East 54th Street, New York, NY",New York,NY,212751,0,3,268251.2127659576
1450000000520,CentinelaCafe,(310) 391-2585,"4800 S Centinela Ave, Los Angeles, CA",Los Angeles,CA,310391,0,2,305365.81018923124
1450000000521,Cerveteca,(310) 310-8937,"523 Rose Ave, Los Angeles, CA",Los Angeles,CA,310310,0,2,305365.81018923124
1450000000522,ChaChaCha,(323) 664-7723,"656 N Virgil Ave, Los Angeles, CA",Los Angeles,CA,323664,0,2,305365.81018923124
1450000000523,ChabbaFamilyGrillCuisine,(917) 893-8811,"786 Coney Island Avenue, Brooklyn, NY",Brooklyn,NY,917893,0,3,650862.5810548888
1450000000524,ChadakaThai,(818) 848-8520,"310 N San Fernando Blvd, Burbank, CA",Burbank,CA,818848,0,2,602895.3027429222
1450000000525,ChadashFalafelPizza,(718) 253-4793,"1919 Avenue M, Brooklyn, NY",Brooklyn,NY,718253,0,3,650862.5810548888
1450000000526,ChangJiang,(608) 288-1888,"2935 S Fish Hatchery Rd Ste 9, Fitchburg, WI",Fitchburg,WI,608288,0,4,580096.8879025953
1450000000527,ChangJiangRestaurant,(608) 274-2328,"5710 Raymond Rd, Madison, WI",Madison,WI,608274,0,4,609773.4410629224
1450000000528,Chant,(773) 324-1999,"1509 E. 53rd Street, Chicago, IL",Chicago,IL,773324,0,1,602096.4060475162
1450000000529,Chantilly,(650) 321-4080,"3001 El Camino Real, Redwood City, CA",Redwood City,CA,650321,0,2,570241.1036823848
1450000000530,CharliesPlace,(212) 410-0277,"1960 Madison Avenue, New York, NY",New York,NY,212410,0,3,268251.2127659576
1450000000531,CharlyTemmelIceCream,(310) 664-9564,"1313 Ocean Front Walk, Venice, CA",Venice,CA,310664,0,2,501323.8668547152
1450000000532,ChasersBarGrille,(608) 512-0501,"319 West Gorham St, Madison, WI",Madison,WI,608512,0,4,609773.4410629224
1450000000533,ChebaHut,(608) 819-8485,"453 W Gilman St, Madison, WI",Madison,WI,608819,0,4,609773.4410629224
1450000000534,Cheebo,(323) 850-7070,"7533 W Sunset Blvd, Los Angeles, CA",Los Angeles,CA,323850,0,2,305365.81018923124
1450000000535,CheeseSteakShop,(925) 734-0293,"Gateway Square, 4825 Hopyard Road, Suite C20, Pleasanton, CA",Pleasanton,CA,925734,0,2,727544.9648622314
1450000000536,CheesiesPubGrub,(773) 388-1574,"958 W. Belmont Avenue, Chicago, IL",Chicago,IL,773388,0,1,602096.4060475162
1450000000537,Cheetahs,(212) 819-9300,"252 West 43rd Street, New York, NY, NY",New York,NY,212819,0,3,268251.2127659576
1450000000538,ChefsBurgerBistro,(312) 374-3092,"164 E. Grand Avenue, Chicago, IL",Chicago,IL,312374,0,1,602096.4060475162
1450000000539,ChensGarden,(718) 779-3626,"9422 Northern Blvd, Jackson Heights, NY",Jackson Heights,NY,718779,0,3,597461.5182685404
1450000000540,CherylsGlobalSoul,(347) 529-2855,"236 Underhill Avenue, Brooklyn, NY",Brooklyn,NY,347529,0,3,650862.5810548888
1450000000541,ChezAlbertRestaurant,(413) 253-3811,"178 N Pleasant St, Amherst, MA",Amherst,MA,413253,2,0,530817.9961586645
1450000000542,ChezJulien,(415) 399-1816,"100 Bush Street, San Francisco, CA",San Francisco,CA,415399,0,2,423290.6819966108
1450000000543,ChezNanou,(608) 283-4266,"805 Williamson St, Madison, WI",Madison,WI,608283,0,4,609773.4410629224
1450000000544,ChezNicole,(650) 348-5686,"640 E 3rd Avenue, San Mateo, CA",San Mateo,CA,650348,0,2,568595.6204741731
1450000000545,ChiTungRestaurant,(708) 636-8180,"9560 S. Kedzie Avenue, Evergreen Park, IL",Evergreen Park,IL,708636,0,1,575751.6914981841
1450000000546,ChicagoBagelBialyDeli,(847) 459-9009,"260 S. Milwaukee Avenue, Wheeling, IL",Wheeling,IL,847459,0,1,590823.5799204583
1450000000547,ChicagoBagelAuthority,(773) 248-9606,"953 W. Armitage Avenue, Chicago, IL",Chicago,IL,773248,0,1,602096.4060475162
1450000000548,ChicagoBurgerCompany,(312) 464-1000,"Sheraton Chicago Hotel & Towers, 301 E. North Water Street, Chicago, IL",Chicago,IL,312464,0,1,602096.4060475162
1450000000549,ChicagoCupcake,(312) 300-4797,"Location Varies, IL",Location Varies,IL,312300,0,1,523949.9682058544
1450000000550,ChicagoCurryHouse,(312) 362-9999,"899 S. Plymouth Court, Chicago, IL",Chicago,IL,312362,0,1,602096.4060475162
1450000000551,ChicagoKalbiRestaurant,(773) 604-8183,"3752 W. Lawrence Avenue, Chicago, IL",Chicago,IL,773604,0,1,602096.4060475162
1450000000552,ChicagoPizzaOvenGrinderCompany,(773) 248-2570,"2121 N. Clark Street, Chicago, IL",Chicago,IL,773248,0,1,602096.4060475162
1450000000553,ChicagoSweetConnectionBakery,(773) 283-4430,"5569 N. Northwest Highway, IL",Chicago,IL,773283,0,1,602096.4060475162
1450000000554,ChicagosDogHouse,(773) 248-3647,"816 W. Fullerton Avenue, Chicago, IL",Chicago,IL,773248,0,1,602096.4060475162
1450000000555,Chick,(323) 464-2455,"6750 W Sunset Blvd, Los Angeles, CA",Los Angeles,CA,323464,0,2,305365.81018923124
1450000000556,ChickenDelicious,(718) 998-8878,"286 Kings Highway, Brooklyn, NY",Brooklyn,NY,718998,0,3,650862.5810548888
1450000000557,ChickenHoliday,(732) 968-1666,"390 North Ave, Dunellen, NJ",Dunellen,NJ,732968,0,6,576883.0520362705
1450000000558,ChickenHut,(773) 868-1755,"3200 N. Broadway Street, Chicago, IL",Chicago,IL,773868,0,1,602096.4060475162
1450000000559,ChickenLips,(608) 837-6721,"5508 County Rd N Ste 3, Sun Prairie, WI",Sun Prairie,WI,608837,0,4,567097.1797473603
1450000000560,ChicosPizza,(415) 776-2222,"468 Ellis Street, San Francisco, CA",San Francisco,CA,415776,0,2,423290.6819966108
1450000000561,ChieftainIrishRestaurantPub,(415) 615-0916,"198 5th Street, San Francisco, CA",San Francisco,CA,415615,0,2,423290.6819966108
1450000000562,Chifa,(718) 898-0108,"73-20 Northern Boulevard, Queens, NY, NY",Queens,NY,718898,0,3,708294.8666243096
1450000000563,ChilamBalam,(773) 296-6901,"3023 N. Broadway Street, Chicago, IL",Chicago,IL,773296,0,1,602096.4060475162
1450000000564,ChilePies,(415) 614-9411,"601 Baker Street, San Francisco, CA",San Francisco,CA,415614,0,2,423290.6819966108
1450000000565,ChilisGrillBar,(650) 941-2227,"2560 W El Camino Real, Mountain View, CA",Mountain View,CA,650941,0,2,564241.6662302557
1450000000566,ChilisGrillBar,(630) 554-1536,"2820 Route 34, Oswego, IL",Oswego,IL,630554,0,1,564665.1791865916
1450000000567,ChilisGrillBar,(650) 952-2692,"San BrunoTowne Center, 899 El Camino Real, San Bruno, CA",San Bruno,CA,650952,0,2,562948.8527100581
1450000000568,ChillBubbleTea,(847) 619-1305,"5 Woodfield Mall #F-319, Schaumburg, Chicago, ",Chicago,IL,847619,0,1,602096.4060475162
1450000000569,ChinMIRestaurant,(608) 294-9484,"6430 Pizarro Cir, Madison, WI",Madison,WI,608294,0,4,609773.4410629224
1450000000570,ChinsAsiaFresh,(608) 827-7721,"8414 Old Sauk Rd, Middleton, WI",Middleton,WI,608827,0,4,572637.0446096681
1450000000571,ChinaBuffet,(920) 563-6000,"1525 Janesville Ave, Fort Atkinson, WI",Fort Atkinson,WI,920563,0,4,714379.5630344471
1450000000572,ChinaKitchen,(608) 826-4432,"6606 Mineral Pt Rd, Madison, WI",Madison,WI,608826,0,4,609773.4410629224
1450000000573,ChinaOne,(920) 568-0888,"305 Madison Avenue, Fort Atkinson, WI",Fort Atkinson,WI,920568,0,4,714379.5630344471
1450000000574,ChinaWok,(618) 351-5900,"883 E Grand Ave, Carbondale, IL",Carbondale,IL,618351,0,1,558331.8842496771
1450000000575,ChineseChefKitchen,(773) 836-8009,"2637 N. Central Avenue, Belmont Cragin, Chicago, ",Chicago,IL,773836,0,1,602096.4060475162
1450000000576,ChipotleMexicanGrill,(608) 826-0919,"8422 Old Sauk Road, Madison, WI",Madison,WI,608826,0,4,609773.4410629224
1450000000577,ChipotleMexicanGrill,(212) 344-0941,"2 Broadway, New York, NY",New York,NY,212344,0,3,268251.2127659576
1450000000578,ChipotleMexicanGrill,(608) 233-4305,"4000 University Ave, Madison, WI",Madison,WI,608233,0,4,609773.4410629224
1450000000579,ChiuNing,(312) 842-7275,"639 W. 26th Street, Chicago, IL",Chicago,IL,312842,0,1,602096.4060475162
1450000000580,ChoSunOk,(773) 549-5555,"4200 N. Lincoln Avenue, Chicago, IL",Chicago,IL,773549,0,1,602096.4060475162
1450000000581,Chocatoo,(408) 564-6953,"San Pedro Square Market, 100 N Almaden Avenue, San Jose, CA",San Jose,CA,408564,0,2,458018.6952286013
1450000000582,ChocolateShoppeIceCream,(608) 255-5454,"468 State St, Madison, WI",Madison,WI,608255,0,4,609773.4410629224
1450000000583,ChocolateShoppeIceCream,(608) 441-5248,"555 S Midvale Blvd, Madison, WI",Madison,WI,608441,0,4,609773.4410629224
1450000000584,ChocolateShoppeIceCream,(608) 255-7827,"1124 S Park St, Madison, WI",Madison,WI,608255,0,4,609773.4410629224
1450000000585,ChocolateShoppeIceCream,(608) 241-2747,"1726 Fordem Ave, Madison, WI",Madison,WI,608241,0,4,609773.4410629224
1450000000586,Chocolaterian,(608) 266-6300,"201 W Mifflin St, Madison, WI",Madison,WI,608266,0,4,609773.4410629224
1450000000587,ChompChomp,(212) 929-2888,"7 Cornelia Street, New York, NY, NY",New York,NY,212929,0,3,268251.2127659576
1450000000588,ChompNSwig,(415) 683-5946,"1541 Clement Street, San Francisco, CA",San Francisco,CA,415683,0,2,423290.6819966108
1450000000589,ChopStop,(424) 274-3500,"8717 Santa Monica Blvd, West Hollywood, CA",West Hollywood,CA,424274,0,2,506845.6398507872
1450000000590,Chow,(630) 530-8646,"116 W. Park Avenue, IL",Elmhurst,IL,630530,0,1,581849.0925657434
1450000000591,ChristopherElbow,(415) 355-1105,"401 Hayes Street, San Francisco, CA",San Francisco,CA,415355,0,2,423290.6819966108
1450000000592,ChristyDonutsIceCream,(415) 330-9912,"BrisbaneVillage, 138 Old County Road, Brisbane, CA",Brisbane,CA,415330,0,2,531088.2314599163
1450000000593,ChucksChineseandAmericanFood,(323) 566-0822,"9409 S. Atlantic Av., South Gate, CA",South Gate,CA,323566,0,2,507563.998149654
1450000000594,ChucksDonuts,(650) 226-3146,"495 Old County Road, San Carlos, CA",San Carlos,CA,650226,0,2,564168.0377872325
1450000000595,ChucksPizza,(773) 233-4282,"10123 S. Western Avenue, IL",Chicago,IL,773233,0,1,602096.4060475162
1450000000596,ChurchandStateBistro,(213) 405-1434,"1850 Industrial St, Los Angeles, CA",Los Angeles,CA,213405,0,2,305365.81018923124
1450000000597,ChurroFactory,(773) 823-9571,"2214 S. Wolcott Avenue, Chicago, IL",Chicago,IL,773823,0,1,602096.4060475162
1450000000598,Chutney,(415) 931-5541,"511 Jones Street, San Francisco, CA",San Francisco,CA,415931,0,2,423290.6819966108
1450000000599,CibaosRestaurant,(718) 205-4583,"104-22 Northern Boulevard, Queens, NY, NY",Queens,NY,718205,0,3,708294.8666243096
1450000000600,CincodeMayoTaqueria,(415) 468-9272,"2426 San Bruno Avenue, San Francisco, CA",San Francisco,CA,415468,0,2,423290.6819966108
1450000000601,CirclesCafe,(718) 748-4611,"310 Bay RidgeAvenue, Brooklyn, NY, ",Brooklyn,NY,718748,0,3,650862.5810548888
1450000000602,CirosPizzaandDeli,(908) 754-4444,"101 Reinman Road, NJ, Warren, NJ07059",Warren,NJ,908754,0,6,595286.8753140043
1450000000603,Ciros,(323) 269-5104,"705 N Evergreen Ave, Los Angeles, CA",Los Angeles,CA,323269,0,2,305365.81018923124
1450000000604,CitizenFoxPop,(415) 688-4288,"2293 MissionStreet, San Francisco, CA",San Francisco,CA,415688,0,2,423290.6819966108
1450000000605,CityDiner,(212) 877-2720,"2441 Broadway, New York, NY",New York,NY,212877,0,3,268251.2127659576
1450000000606,CityGroundsCoffeeBar,(773) 857-1576,"507 W. Dickens Avenue, IL",Chicago,IL,773857,0,1,602096.4060475162
1450000000607,CladdaghIrishPub,(608) 833-5070,"1611 Aspen Cmns, Middleton, WI",Middleton,WI,608833,0,4,572637.0446096681
1450000000608,ClaretWineBar,(718) 937-7411,"46-02 Skillman Avenue, Queens, NY",Queens,NY,718937,0,3,708294.8666243096
1450000000609,ClasensEuropeanBakery,(608) 831-2032,"7610 Donna Dr, Middleton, WI",Middleton,WI,608831,0,4,572637.0446096681
1450000000610,ClassicBurger,(626) 332-0055,"180 S Citrus St, West Covina, CA",West Covina,CA,626332,0,2,560494.4933645943
1450000000611,ClementRestaurantBar,(212) 903-3189,"The Peninsula New York, 700 5th Avenue, New York, NY",New York,NY,212903,0,3,268251.2127659576
1450000000613,CoachsClub,(608) 413-0400,"1200 Main Street, Cross Plains, WI",Cross Plains,WI,608413,0,4,556941.9565902497
1450000000614,Coalfire,(312) 226-2625,"1321 W. Grand Avenue, Chicago, IL",Chicago,IL,312226,0,1,602096.4060475162
1450000000615,CoastSushi,(773) 235-5775,"2045 N. Damen Avenue, Chicago, IL",Chicago,IL,773235,0,1,602096.4060475162
1450000000616,CobraLounge,(312) 226-6300,"235 N. Ashland Avenue, Chicago, IL",Chicago,IL,312226,0,1,602096.4060475162
1450000000617,CocinaLobos,(708) 366-2767,"7321 Madison Street, IL",Forest Park,IL,708366,0,1,569214.6983533518
1450000000618,Cock,(510) 465-5400,"719 Washington Street, Oakland, CA",Oakland,CA,510465,0,2,528527.4023130102
1450000000619,CocksBajanRestaurantBakery,(718) 771-8933,"806 Nostrand Avenue, Brooklyn, NY",Brooklyn,NY,718771,0,3,650862.5810548888
1450000000620,CocohodoWilshire,(213) 382-8943,"3500 W 6th St, Los Angeles, CA",Los Angeles,CA,213382,0,2,305365.81018923124
1450000000621,Cocomero,(224) 661-3960,"968 Harlem Avenue, Chicago, IL",Chicago,IL,224661,0,1,602096.4060475162
1450000000622,CoffeeBeanTeaLeaf,(415) 896-5029,"773 Market Street, San Francisco, CA",San Francisco,CA,415896,0,2,423290.6819966108
1450000000623,CoffeeBeanTeaLeaf,(310) 557-8435,"10250 Santa Monica Blvd, Los Angeles, CA",Los Angeles,CA,310557,0,2,305365.81018923124
1450000000624,CoffeeGroundsofLodi,(608) 592-7300,"801 N Main St Ste D, Lodi, WI",Lodi,WI,608592,0,4,577629.4010794479
1450000000625,CoffeeShop,(773) 274-1670,"1135 W. Sheridan Road, Chicago, IL",Chicago,IL,773274,0,1,602096.4060475162
1450000000626,ColdStoneCreamery,(608) 831-0332,"1650 Deming Way # SUITE102, Middleton, WI",Middleton,WI,608831,0,4,572637.0446096681
1450000000627,ColdStoneCreamery,(408) 935-8552,"Great Mall, 426 Great Mall Drive, Milpitas, CA",Milpitas,CA,408935,0,2,528570.7506526978
1450000000628,ColibriMexicanBistro,(415) 440-2737,"438 Geary Street, San Francisco, CA",San Francisco,CA,415440,0,2,423290.6819966108
1450000000629,ColiseumPizza,(510) 635-3401,"8999 International Boulevard, Oakland, CA",Oakland,CA,510635,0,2,528527.4023130102
1450000000630,ColombosDelicatessen,(650) 355-5023,"484 Manor Plaza, Pacifica, CA",Pacifica,CA,650355,0,2,564197.6436297069
1450000000631,ColonialBakery,(562) 436-2172,"355 N Pacific Ave, Long Beach, CA",Long Beach,CA,562436,0,2,550572.5200387968
1450000000632,Commissary,(415) 561-3663,"101 Montgomery Street, San Francisco, CA",San Francisco,CA,415561,0,2,423290.6819966108
1450000000633,ContisPastryShoppe,(718) 239-9339,"786 Morris Park Avenue, Bronx, NY",Bronx,NY,718239,0,3,674443.1440244734
1450000000634,CoolBeansCoffeeCafe,(608) 244-8414,"1748 Eagan Rd, Madison, WI",Madison,WI,608244,0,4,609773.4410629224
1450000000635,CooperTownDiner,(212) 677-9287,"339 1st Avenue, New York, NY",New York,NY,212677,0,3,268251.2127659576
1450000000636,CopacabanaSupperClub,(212) 221-2672,"268 W 47th Street, New York, NY",New York,NY,212221,0,3,268251.2127659576
1450000000637,CorazonyMiel,(323) 560-1776,"6626 Atlantic Ave, Bell, CA",Bell,CA,323560,0,2,503952.48031290073
1450000000638,CorianderGourmetThaiKitchen,(415) 538-0800,"Westfield Mall, Food Court, 865 Market Street, San Francisco, CA",San Francisco,CA,415538,0,2,423290.6819966108
1450000000639,CornerBakeryCafe,(213) 239-0424,"801 S Figueroa St, Los Angeles, CA",Los Angeles,CA,213239,0,2,305365.81018923124
1450000000640,CornerBakeryCafe,(312) 266-2570,"676 N. St. Clair Street, Chicago, IL",Chicago,IL,312266,0,1,602096.4060475162
1450000000641,CositasRicas,(718) 478-1500,"79-19 Roosevelt Avenue, Queens, NY",Queens,NY,718478,0,3,708294.8666243096
1450000000642,CountryGrill,(510) 463-1530,"Location Varies, San Francisco, CA",San Francisco,CA,510463,0,2,423290.6819966108
1450000000643,CountryHouse,(630) 983-0545,"2799 Maple Avenue, Lisle, IL",Lisle,IL,630983,0,1,561118.6875007969
1450000000644,CountrySkillet,(608) 339-2929,"320 S. Main St., Adams, WI",Adams,WI,608339,0,4,556200.3379882443
1450000000645,CountrySquireDiner,(610) 353-0550,"2560 W Chester Pike, PA",Pennsylvania,PA,610353,1,0,556462.3764556113
1450000000646,CountyFarmBagels,(630) 665-5777,"27W 195 Geneva Road, Winfield, IL",Winfield,IL,630665,0,1,560071.1201564219
1450000000647,Couscous,(312) 226-2408,"1445 W. Taylor Street, Chicago, IL",Chicago,IL,312226,0,1,602096.4060475162
1450000000648,CowsEnd,(310) 574-1080,"34 Washington Blvd, Marina Del Rey, CA",Marina Del Rey,CA,310574,0,2,484476.5826718763
1450000000649,CozyCornerRestaurant,(708) 383-1750,"138 N. Marion Street, Oak Park, IL",Oak Park,IL,708383,0,1,588363.5414630545
1450000000650,CozyCottageRestaurant,(718) 882-3040,"4105 Boston Road, Bronx, NY",Bronx,NY,718882,0,3,674443.1440244734
1450000000651,CraftsmanandWolves,(415) 913-7713,"1643 Pacific Avenue, San Francisco, CA",San Francisco,CA,415913,0,2,423290.6819966108
1450000000652,CraveSandwiches,(212) 730-4949,"1120 6th Avenue, New York, NY",New York,NY,212730,0,3,268251.2127659576
1450000000653,CravingsSteaksSeafood,(252) 480-0032,"1209 DuckRoad, NC",Kill Devil Hills,NC,252480,2,1,509900.0664099022
1450000000654,Cream,(213) 742-9090,"3335 S Figueroa St, Los Angeles, CA",Los Angeles,CA,213742,0,2,305365.81018923124
1450000000655,CREAM,(925) 891-4041,"1372 N Main Street, Suite 101, Walnut Creek, CA",Walnut Creek,CA,925891,0,2,665397.9785991646
1450000000656,Creamery,(815) 462-9090,"918 Timber Place, New Lenox, IL",New Lenox,IL,815462,0,1,583148.7955237314
1450000000657,Crema,(408) 295-5690,"950 The Alameda Street, San Jose, CA",San Jose,CA,408295,0,2,458018.6952286013
1450000000658,CremaCafe,(608) 224-1150,"4124 MononaDr, Madison, ",Madison,WI,608224,0,4,609773.4410629224
1450000000659,CrepeStop,(650) 264-8126,"852 Laurel Street, CA",California,CA,650264,0,2,551976.7988543888
1450000000660,CrepesaGoGo,(510) 841-7722,"2125 University Avenue, Berkeley, CA",Berkeley,CA,510841,0,2,539664.412553759
1450000000661,CrifDogs,(212) 614-2728,"113 Saint Marks Place, New York, NY",New York,NY,212614,0,3,268251.2127659576
1450000000662,CrifDogs,(718) 302-3200,"555 Driggs Avenue, Brooklyn, NY",Brooklyn,NY,718302,0,3,650862.5810548888
1450000000663,CrossroadsCafe,(608) 262-5038,"1000 Bascom Mall, Madison, WI",Madison,WI,608262,0,4,609773.4410629224
1450000000664,CrotonMiniDeli,(914) 271-6970,"10 Maple St, Croton on Hudson, NY",Croton on Hudson,NY,914271,0,3,600340.367864632
1450000000665,Cuba,(212) 420-7878,"222 Thompson Street, New York, NY",New York,NY,212420,0,3,268251.2127659576
1450000000666,CucinaBiagio,(708) 867-4542,"7319 W. Lawrence Avenue, Harwood Heights, IL",Harwood Heights,IL,708867,0,1,573177.9966995552
1450000000667,Cucos,(608) 850-6180,"350 N. Century, Waunakee, WI",Waunakee,WI,608850,0,4,565826.1694669146
1450000000668,CucosMexicanRestaurant,(608) 845-7100,"1050 North Edge Trail, Verona, WI",Verona,WI,608845,0,4,558555.3379600286
1450000000669,CulinaryFoxCafe,(847) 697-3663,"2090 W. Larkin Avenue, Elgin, IL",Elgin,IL,847697,0,1,607587.9454648369
1450000000671,Culvers,(920) 563-9000,"1551 Madison Ave, Fort Atkinson, WI",Fort Atkinson,WI,920563,0,4,714379.5630344471
1450000000672,Culvers,(608) 244-0808,"4301 E Towne Blvd, Madison, WI",Madison,WI,608244,0,4,609773.4410629224
1450000000673,Culvers,(608) 884-1800,"571 E Richardson Springs Rd, Edgerton, WI",Edgerton,WI,608884,0,4,567526.0970030628
1450000000674,Culvers,(847) 548-1025,"1239 N. Illinois Route 83, Grayslake, IL",Grayslake,IL,847548,0,1,594576.2243368423
1450000000675,Culvers,(608) 798-1600,"2523 Main St, Cross Plains, WI",Cross Plains,WI,608798,0,4,556941.9565902497
1450000000676,Culvers,(608) 873-6635,"916 Nygaard St, Stoughton, WI",Stoughton,WI,608873,0,4,563467.3043763577
1450000000677,Culvers,(608) 825-2122,"1501 W Main St, Sun Prairie, WI",Sun Prairie,WI,608825,0,4,567097.1797473603
1450000000678,Culvers,(608) 274-1221,"2102 W Beltline Hwy, Madison, WI",Madison,WI,608274,0,4,609773.4410629224
1450000000679,CulversFrozenCustard,(608) 268-0211,"4401 Cottage Grove Rd, Madison, WI",Madison,WI,608268,0,4,609773.4410629224
1450000000680,CurdGirl,(608) 555-5555,"100 State St, Madison, WI",Madison,WI,608555,0,4,609773.4410629224
1450000000681,CurryintheBox,(608) 238-1900,"3519 University Ave, Madison, WI",Madison,WI,608238,0,4,609773.4410629224
1450000000682,CurryintheBox,(608) 273-9100,"3050 Cahill Main Ste 4, Fitchburg, WI",Fitchburg,WI,608273,0,4,580096.8879025953
1450000000683,CuspCrepeandEspressoBar,(718) 788-2980,"321 7th Avenue, Brooklyn, NY",Brooklyn,NY,718788,0,3,650862.5810548888
1450000000684,CuzcoPeru,(718) 275-1575,"98102 Queens Blvd, Rego Park, NY",Rego Park,NY,718275,0,3,570503.9432258147
1450000000685,DJBibingkahan,(818) 894-6378,"14417 Roscoe Blvd, Panorama City, CA",Panorama City,CA,818894,0,2,590172.1621872023
