ID,NAME,PHONENUMBER,ADDRESS,CITY,STATE,PHONEAREACODE
1445980001627,Emily W.'s review of Glazed & Infuse,(312) 226-5556,"30 E Hubbard St, Chicago, IL 60611",Chicago,IL,312226
1445980001628,Emmett O�۪Lunney�۪s Irish Pub ,(212) 957-5100,"210 W 50th St, New York, NY 10019",New York,NY,212957
1445980001629,Emmons Palace ,(718) 616-1272,"2265 Emmons Ave, Brooklyn, NY 11235",Brooklyn,NY,718616
1445980001630,Emmy�۪s Spaghetti Shack ,(415) 206-2086,"3230 Mission St, San Francisco, CA 94110",San Francisco,CA,415206
1445980001631,Empire Coffee & Tea Company ,(212) 268-1220,"568 9th Ave, New York, NY 10036",New York,NY,212268
1445980001632,Empire Szechuan ,(212) 496-8778,"193 Columbus Ave, New York, NY 10023",New York,NY,212496
1445980001633,Empire Tax Professionals ,(212) 300-5776,"5 Pennsylvania Plaza, New York, NY 10001",New York,NY,212300
1445980001634,Empyreal Strings ,(888) 661-5105,"1863 84th St, Brooklyn, NY 10024",Brooklyn,NY,888661
1445980001635,EMS Station 17 ,1445980000000,"1080 Ogden Ave, New York, NY 10452",New York,NY,212586
1445980001636,En Hakkore ,(773) 772-9880,"1840 N Damen Ave, Chicago, IL 60647",Chicago,IL,773772
1445980001637,Endless Knot ,(608) 255-6921,"330 State St, Madison, WI 53703",Madison,WI,608255
1445980001638,Enfucelle Skin Care ,(608) 277-1875,"4802 Sherwood Rd, Madison, WI 53711",Madison,WI,608277
1445980001639,Enjoy Life ,(608) 556-9570,"Middleton, WI 53562",Middleton,WI,608556
1445980001640,Eno Vino Wine Bar & Bistro ,(608) 664-9565,"601 Junction Rd, Madison, WI 53717",Madison,WI,608664
1445980001641,Enolo Wine Cafe ,(312) 477-7674,"450 N Clark St, Chicago, IL 60654",Chicago,IL,312477
1445980001642,Ensemble ,(628) 400-1626,"San Francisco, CA",San Francisco,CA,628400
1445980001643,Enterprise Rent,(212) 730-6151,"12 W 48Th St, New York, NY 10036",New York,NY,212730
1445980001644,Enzo & Angela ,(310) 477-3880,"11701 Wilshire Blvd, Los Angeles, CA 90025",Los Angeles,CA,310477
1445980001645,Epic Life Insurance ,(608) 223-2100,"1765 W Broadway, Monona, WI 53713",Monona,WI,608223
1445980001646,Epic Painting ,(608) 446-2322,"1137 Jenifer St, Madison, WI 53703",Madison,WI,608446
1445980001647,Erbert and Gerbert�۪s ,(608) 467-7309,"540 University Ave, Madison, WI 53703",Madison,WI,608467
1445980001648,ERICA E.'s review of Ron's Pit Sto,(415) 515-2023,"1 BBQ Ln, San Francisco, CA 94117",San Francisco,CA,415515
1445980001649,Erick�۪s Tacos ,(773) 334-6920,"1967 W Lawrence Ave, Chicago, IL 60640",Chicago,IL,773334
1445980001650,Erika A.'s review of Sushi Dam,(626) 699-1046,"1230 Lakes Dr, West Covina, CA 91790",West Covina,CA,626699
1445980001651,Erin M.'s review of Audre Rae Photograph,(920) 740-2336,"Madison, WI 53703",Madison,WI,920740
1445980001652,Erin Q.'s review of Monona Bait & Ice Crea,(608) 222-1944,"4516 Winnequah Rd, Monona, WI 53716",Monona,WI,608222
1445980001653,Erin�۪s Snug Irish Pub ,(608) 242-7616,"4601 American Pkwy, Madison, WI 53718",Madison,WI,608242
1445980001654,Eros ,(415) 255-4921,"2051 Market St, San Francisco, CA 94114",San Francisco,CA,415255
1445980001655,Eros Cafe ,(201) 729-0005,"168 Union Ave, East Rutherford, NJ 07073",East Rutherford,NJ,201729
1445980001656,Escala ,(213) 387-1113,"3451 W 6th St, Los Angeles, CA 90020",Los Angeles,CA,213387
1445980001657,Escape From New York Pizza ,(415) 421-0700,"333 Bush St, San Francisco, CA 94104",San Francisco,CA,415421
1445980001658,Espetus Churrascaria ,(415) 552-8792,"1686 Market St, San Francisco, CA 94102",San Francisco,CA,415552
1445980001659,Espresso Royale Caffe ,(608) 259-0800,"208 State St, Madison, WI 53703",Madison,WI,608259
1445980001660,Espresso World ,(773) 490-2991,"5065 N Western Ave, Chicago, IL 60625",Chicago,IL,773490
1445980001661,Espresso Yo Self ,(310) 531-0721,"1827 Ocean Front Walk, Venice, CA 90291",Venice,CA,310531
1445980001662,Espresso Yo Self ,(310) 531-0721,"1827 Ocean Front Walk, Venice, CA 90291",Venice,CA,310531
1445980001663,Esquire Club ,(608) 249-0193,"1025 N Sherman Ave, Madison, WI 53704",Madison,WI,608249
1445980001664,Essa Dora Salon & Spa ,(312) 943-6565,"1405 N Wells, Chicago, IL 60610",Chicago,IL,312943
1445980001665,Essen Haus ,(608) 255-4674,"514 E Wilson St, Madison, WI 53703",Madison,WI,608255
1445980001666,Estrell�_n ,(608) 251-2111,"313 W Johnson St, Madison, WI 53703",Madison,WI,608251
1445980001667,Estrell�_n ,(608) 251-2111,"313 W Johnson St, Madison, WI 53703",Madison,WI,608251
1445980001668,Etcetera Etcetera ,(212) 399-4141,"352 W 44th St, New York, NY 10036",New York,NY,212399
1445980001669,Eureka! Cafe ,(415) 355-9110,"451 Castro St, San Francisco, CA 94114",San Francisco,CA,415355
1445980001670,Evergreen Cafe ,(415) 837-1038,"645 Clay St, San Francisco, CA 94111",San Francisco,CA,415837
1445980001671,EVO Kitchen ,(323) 375-3390,"7950 Sunset Blvd, Los Angeles, CA 90046",Los Angeles,CA,323375
1445980001672,Ewald Kia Of Oconomowoc ,(262) 569-6500,"36883 E Wisconsin Ave, Oconomowoc, WI 53066",Oconomowoc,WI,262569
1445980001673,Excellent Quality Movers ,(718) 243-2217,"106 Ferris Street, Brooklyn, NY 11231",Brooklyn,NY,718243
1445980001674,Exchequer Restaurant & Pub ,(312) 939-5633,"226 S Wabash Ave, Chicago, IL 60604",Chicago,IL,312939
1445980001675,Exhale Venice ,(310) 450-7676,"245 S Main St, Venice, CA 90291",Venice,CA,310450
1445980001676,EXKi ,(212) 533-2011,"257 Park Avenue South, New York, NY 10010",New York,NY,212533
1445980001677,EXKi ,(212) 447-1874,"76 Madison Ave, New York, NY 10016",New York,NY,212447
1445980001678,Express Alterations ,(608) 833-4901,"6717 Odana Rd, Madison, WI 53719",Madison,WI,608833
1445980001679,Extra Virgin ,(212) 691-9359,"259 W 4th St, New York, NY 10014",New York,NY,212691
1445980001680,Extreme Pizza ,(608) 833-3030,"433 Grand Canyon Dr, Madison, WI 53719",Madison,WI,608833
1445980001681,Ezra�۪s ,(773) 883-8711,"1128 W Armitage Ave, Chicago, IL 60614",Chicago,IL,773883
1445980001682,Fabio�۪s Bistro ,(908) 322-0400,"217 South Ave, Fanwood, NJ 07023",Fanwood,NJ,908322
1445980001683,Fable ,(415) 590-2404,"558 Castro St, San Francisco, CA 94114",San Francisco,CA,415590
1445980001684,"Face Painting, Balloons ",(708) 485-3458,"3109 Oak Ave, Brookfield, IL 60513",Brookfield,IL,708485
1445980001685,Factory Card Outlet ,(608) 245-1193,"2031 Zeier Rd, Madison, WI 53704",Madison,WI,608245
1445980001686,Fahlstrom�۪s Fresh Fish Market ,(773) 281-6000,"1258 W Belmont Ave, Chicago, IL 60657",Chicago,IL,773281
1445980001687,Fair Oaks Diner ,(608) 249-7076,"44 S Fair Oaks Ave, Madison, WI 53714",Madison,WI,608249
1445980001688,Fair Trade Coffee ,(608) 268-0477,"418 State St, Madison, WI 53703",Madison,WI,608268
1445980001689,Faith & Flower ,(213) 239-0642,"705 W 9th St, Los Angeles, CA 90015",Los Angeles,CA,213239
1445980001690,Fala Bar ,(323) 424-7131,"7751 1/2 Melrose Ave, Los Angeles, CA 90046",Los Angeles,CA,323424
1445980001691,Falafelji ,(708) 447-4757,"3910 Harlem Ave, Lyons, IL 60534",Lyons,IL,708447
1445980001692,Falafelji ,(708) 447-4757,"3910 Harlem Ave, Lyons, IL 60534",Lyons,IL,708447
1445980001693,Falbo Bros Pizza ,(608) 255-9090,"406 S Park St, Madison, WI 53715",Madison,WI,608255
1445980001694,Falbo Bros Pizza Sherman ,(608) 204-2723,"1207 N Sherman Ave, Madison, WI 53704",Madison,WI,608204
1445980001695,Falbo Bros Pizza Sherman ,(608) 223-9800,"1207 N Sherman Avenue, Madison, WI 53704",Madison,WI,608223
1445980001696,Falling Water Cafe ,(608) 831-2000,"1313 John Q Hammons Dr, Middleton, WI 53562",Middleton,WI,608831
1445980001697,Family Corner Restaurant ,(718) 204-7915,"2102 31st St, Astoria, NY 11105",Astoria,NY,718204
1445980001698,Famous Dave�۪s ,(608) 286-9400,"900 S Park St, Madison, WI 53715",Madison,WI,608286
1445980001699,Famous Footwear ,(847) 673-1744,"7137 N Central Ave, Skokie, IL 60077",Skokie,IL,847673
1445980001700,Famous Sichuan ,(212) 233-3888,"10 Pell St, New York, NY 10013",New York,NY,212233
1445980001701,Famous Yeti�۪s Pizza ,(608) 877-1544,"971 N Page St, Stoughton, WI 53589",Stoughton,WI,608877
1445980001702,Farallon ,(415) 956-6969,"450 Post St, San Francisco, CA 94102",San Francisco,CA,415956
1445980001703,Farley�۪s House of Pianos ,(608) 271-2626,"6522 Seybold Rd, Madison, WI 53719",Madison,WI,608271
1445980001704,farm:table ,1445980000000,"754 Post St, San Francisco, CA 94109",San Francisco,CA,415359
1445980001705,Farmer�۪s Fridge ,(312) 229-0099,"108 N State St, Chicago, IL 60602",Chicago,IL,312229
1445980001706,Farmerbrown ,(415) 409-3276,"25 Mason St, San Francisco, CA 94102",San Francisco,CA,415409
1445980001707,Farmhouse ,(312) 280-4960,"228 W Chicago Ave, Chicago, IL 60654",Chicago,IL,312280
1445980001708,Farmhouse Kitchen Thai Cuisine ,(415) 814-2920,"710 Florida St, San Francisco, CA 94110",San Francisco,CA,415814
1445980001709,Farmhouse Kitchen Thai Cuisine ,(415) 814-2920,"710 Florida St, San Francisco, CA 94110",San Francisco,CA,415814
1445980001710,Fashion Gal ,(818) 362-8286,"13774 Foothill Blvd, Sylmar, CA 91342",Sylmar,CA,818362
1445980001711,Fast Biryani ,(608) 422-5099,"4738 E Wash Ave, Madison, WI 53704",Madison,WI,608422
1445980001712,Fast Super Burrito Mexican Grill ,(773) 248-4081,"1924 W Irving Park, Chicago, IL 60613",Chicago,IL,773248
1445980001713,Fat Angel ,(415) 525-3013,"1740 O'Farrell St, San Francisco, CA 94115",San Francisco,CA,415525
1445980001714,Fat Dog ,(323) 951-0030,"801 N Fairfax Ave, Los Angeles, CA 90046",Los Angeles,CA,323951
1445980001715,Fat Jacks Barbecue ,(608) 221-4220,"6207 Monona Dr, Monona, WI 53716",Monona,WI,608221
1445980001716,Fat Rice ,(773) 661-9170,"2957 W Diversey Ave, Chicago, IL 60647",Chicago,IL,773661
1445980001717,Fat Sal�۪s ,(855) 682-4373,"1300 N Highland Ave, Los Angeles, CA 90028",Los Angeles,CA,855682
1445980001718,Fat Stacks ,(201) 991-0750,"190a Kearny Ave, Kearny, NJ 07032",Kearny,NJ,201991
1445980001719,Fat Wong�۪s Kitchen ,(650) 872-6682,"1780 El Camino Real, San Bruno, CA 94066",San Bruno,CA,650872
1445980001720,Father�۪s Office ,(310) 736-2224,"3229 Helms Ave, Los Angeles, CA 90034",Los Angeles,CA,310736
1445980001721,Fatpour Tap Works ,(773) 698-8940,"2005 W Division St, Chicago, IL 60622",Chicago,IL,773698
1445980001722,Fatso�۪s Last Stand ,(773) 245-3287,"2258 W Chicago Ave, Chicago, IL 60622",Chicago,IL,773245
1445980001723,Fattoush ,(415) 641-0678,"1361 Church St, San Francisco, CA 94114",San Francisco,CA,415641
1445980001724,Fattoush ,(415) 641-0678,"1361 Church St, San Francisco, CA 94114",San Francisco,CA,415641
1445980001725,Fazoli�۪s ,(608) 249-8432,"2143 Zeier Rd, Madison, WI 53704",Madison,WI,608249
1445980001726,FDNY ,1445980000000,"782 8th Ave, New York, NY 10036",New York,NY,212586
1445980001727,Fearless Coffee ,(415) 692-0181,"303 2nd St, San Francisco, CA 94107",San Francisco,CA,415692
1445980001728,FedEx Office Print & Ship Center ,(708) 229-0500,"4710 W 95th St, Oak Lawn, IL 60453",Oak Lawn,IL,708229
1445980001729,FedEx Office Ship Center ,(212) 730-5356,"1440 Broadway, New York, NY 10018",New York,NY,212730
1445980001730,FedEx Ship Center ,(800) 463-3339,"3700 Kinsman Blvd, Madison, WI 53704",Madison,WI,800463
1445980001731,Feed ,(773) 489-4600,"2803 W Chicago Ave, Chicago, IL 60622",Chicago,IL,773489
1445980001732,Fei X.'s review of Chocolate Shoppe Ice Crea,(608) 241-2747,"1726 Fordem Ave, Madison, WI 53704",Madison,WI,608241
1445980001733,Fei X.'s review of Costc,(608) 825-4001,"2850 Hoepker Rd, Sun Prairie, WI 53590",Sun Prairie,WI,608825
1445980001734,Feiler�۪s ,(608) 271-6237,"4506 Verona Rd, Madison, WI 53711",Madison,WI,608271
1445980001735,Feinstein�۪s/54 Below ,(646) 476-3551,"254 W 54th St, New York, NY 10019",New York,NY,646476
1445980001736,Feng Mao Lamb Kebab ,(424) 284-9769,"414 S Western Ave, Los Angeles, CA 90020",Los Angeles,CA,424284
1445980001737,Ferry Building Marketplace ,(415) 983-8030,"1 Ferry Bldg, San Francisco, CA 94111",San Francisco,CA,415983
1445980001738,Festa Parties ,(773) 478-3378,"4044 N Lincoln Ave, Chicago, IL 60618",Chicago,IL,773478
1445980001739,Fib�۪s Fine Italian Beef & Sausage ,(608) 334-1362,"11 W Main St, Madison, WI 53703",Madison,WI,608334
1445980001740,Fiddler�۪s Bistro ,(323) 931-8167,"6009 W 3rd St, Los Angeles, CA 90036",Los Angeles,CA,323931
1445980001741,Fido�۪s Gotta Go ,(708) 607-2730,"Logan Sq, Chicago, IL 60618",Chicago,IL,708607
1445980001742,Fifth Avenue Presbyterian Church ,(212) 247-0490,"7 W 55th St, New York, NY 10019",New York,NY,212247
1445980001743,Fifth Avenue Records & Tapes ,(718) 499-8483,"439 5th Ave, Brooklyn, NY 11215",Brooklyn,NY,718499
1445980001744,Fig 19 ,1445980000000,"131 1/2 Chrystie St, New York, NY 10002",New York,NY,212586
1445980001745,FIG Catering ,(773) 793-1035,"1850 S Blue Island Ave, Chicago, IL 60608",Chicago,IL,773793
1445980001746,Figueroa Philly Cheese Steak ,(213) 748-9073,"3850 S Figueroa St, Los Angeles, CA 90037",Los Angeles,CA,213748
1445980001747,Filonek�۪s ,(773) 775-5010,"6213 N Milwaukee Ave, Chicago, IL 60646",Chicago,IL,773775
1445980001748,Fina Estampa ,(773) 478-5506,"2916 W Montrose Ave, Chicago, IL 60618",Chicago,IL,773478
1445980001749,Finch�۪s Brewery ,(773) 283-4839,"4565 N Elston, Chicago, IL 60630",Chicago,IL,773283
1445980001750,Find Tickets ,(773) 327-1111,"948 W Addison St, Chicago, IL 60613",Chicago,IL,773327
1445980001751,Fino Ristorante & Bar ,(415) 928-2080,"624 Post St, San Francisco, CA 94109",San Francisco,CA,415928
1445980001752,Fior d�۪Italia ,(415) 986-1886,"2237 Mason St, San Francisco, CA 94133",San Francisco,CA,415986
1445980001753,Fiore Caff̬ ,(415) 642-4822,"3599 24th St, San Francisco, CA 94110",San Francisco,CA,415642
1445980001754,Fiore�۪s Domestic Import Deli ,(312) 942-9419,"2258 W Erie St, Chicago, IL 60612",Chicago,IL,312942
1445980001755,Firefly ,(415) 821-7652,"4288 24th St, San Francisco, CA 94114",San Francisco,CA,415821
1445980001756,Firefly Restaurant ,(415) 821-7652,"4288 24th St, San Francisco, CA 94114",San Francisco,CA,415821
1445980001757,Firehouse Chicago ,(773) 850-1545,"1545 W Rosemont, Chicago, IL 60660",Chicago,IL,773850
1445980001758,Firehouse Subs ,(608) 829-1001,"7854 Mineral Point Rd., Madison, WI 53717",Madison,WI,608829
1445980001759,Firehouse Subs ,(608) 257-1717,"1403 Emil St., Madison, WI 53713",Madison,WI,608257
1445980001760,First Church of Religious Science ,(212) 688-0600,"14 E 48th St # 4, New York, NY 10017",New York,NY,212688
1445980001761,First Madco ,(608) 236-9322,"330 S Whitney Way Ste 100, Madison, WI 53705",Madison,WI,608236
1445980001762,First Slice ,(773) 506-7380,"4401 N Ravenswood Ave, Chicago, IL 60640",Chicago,IL,773506
1445980001763,First Slice ,(773) 267-0169,"4664 N Manor Ave, Chicago, IL 60625",Chicago,IL,773267
1445980001764,First Weber Group Realtors ,(608) 310-8888,"222 W Washington Ave Ste 20, Madison, WI 53703",Madison,WI,608310
1445980001765,Fish Bar ,(773) 687-8177,"2956 N Sheffield Ave, Chicago, IL 60657",Chicago,IL,773687
1445980001766,Fisherman�۪s Outlet ,(213) 627-7231,"529 S Central Ave, Los Angeles, CA 90013",Los Angeles,CA,213627
1445980001767,Fishmarket Restaurant ,(917) 983-0682,"111 South St, New York, NY 10038",New York,NY,917983
1445980001768,Fishnet ,(347) 442-0400,"3814 Church Ave, Brooklyn, NY 11203",Brooklyn,NY,347442
1445980001769,Fit 2 Eat ,(608) 233-7192,"3742 Speedway Rd, Madison, WI 53705",Madison,WI,608233
1445980001770,Fitzcarraldo ,(718) 233-2566,"195 Morgan Ave, Brooklyn, NY 11237",Brooklyn,NY,718233
1445980001771,Fitzgerald�۪s ,(608) 831-7107,"3112 Parmenter St, Middleton, WI 53562",Middleton,WI,608831
1445980001772,Five & Diamond ,(415) 255-9747,"510 Valencia St, San Francisco, CA 94110",San Francisco,CA,415255
1445980001773,Five Guys Burgers and Fries ,(608) 255-2520,"517 State St, Madison, WI 53703",Madison,WI,608255
1445980001774,Five Guys Burgers and Fries ,(608) 829-0800,"8234 Greenway Blvd, Middleton, WI 53562",Middleton,WI,608829
1445980001775,FL!PP ,(415) 440-3547,"1400 Green St, San Francisco, CA 94109",San Francisco,CA,415440
1445980001776,Flaming Wok ,(608) 240-1085,"4237 Lien Rd, Madison, WI 53704",Madison,WI,608240
1445980001777,Flat Top Grill ,(608) 236-0500,"538 N Midvale Blvd, Madison, WI 53705",Madison,WI,608236
1445980001778,Flavas Jamaican Grill ,(650) 244-9785,"314 Linden Ave, South San Francisco, CA 94080",South San Francisco,CA,650244
1445980001779,Flavors of Thai ,(213) 263-2535,"1275 S Union Ave, Los Angeles, CA 90015",Los Angeles,CA,213263
1445980001780,Fleet Feet Sports ,(415) 921-7188,"2076 Chestnut St, San Francisco, CA 94123",San Francisco,CA,415921
1445980001781,Fleming�۪s Prime Steakhouse & Wine Bar ,(608) 233-9550,"750 N. Midvale Blvd, Madison, WI 53705",Madison,WI,608233
1445980001782,Fleming�۪s Prime Steakhouse & Wine Bar ,(608) 233-9550,"750 N. Midvale Blvd, Madison, WI 53705",Madison,WI,608233
1445980001783,Fleur De Vie ,(650) 815-5557,"San Francisco, CA",San Francisco,CA,650815
1445980001784,Florian Opera Bistro ,(312) 332-2244,"20 N Wacker Dr, Chicago, IL 60606",Chicago,IL,312332
1445980001785,Florida Restaurant ,(562) 869-7847,"10025 Lakewood Blvd, Downey, CA 90240",Downey,CA,562869
1445980001786,Flour + Water ,(415) 826-7000,"2401 Harrison St, San Francisco, CA 94110",San Francisco,CA,415826
1445980001787,Fly Bar ,(415) 931-4359,"762 Divisadero St, San Francisco, CA 94117",San Francisco,CA,415931
1445980001788,Fly Bar & Restaurant ,(415) 441-4232,"1085 Sutter St, San Francisco, CA 94109",San Francisco,CA,415441
1445980001789,Flying Pig Bistro Pub ,(415) 934-1234,"433 S Van Ness Ave, San Francisco, CA 94103",San Francisco,CA,415934
1445980001790,Fog Harbor Fish House ,(415) 421-2442,"Pier 39, San Francisco, CA 94133",San Francisco,CA,415421
1445980001791,Foley�۪s NY ,(212) 290-0080,"18 W 33rd St, New York, NY 10001",New York,NY,212290
1445980001792,Follow Your Nose ,(847) 866-9355,"917 Chicago Ave, Evanston, IL 60202",Evanston,IL,847866
1445980001793,Fondue Cowboy ,(415) 431-5100,"1052 Folsom St, San Francisco, CA 94103",San Francisco,CA,415431
1445980001794,Fontano Foods ,(312) 421-4474,"1058 W Polk St, Chicago, IL 60607",Chicago,IL,312421
1445980001795,Food ,(310) 441-7770,"10571 Pico Blvd, Los Angeles, CA 90064",Los Angeles,CA,310441
1445980001796,Food by Otarian ,(212) 489-3270,"947 8th Ave, New York, NY 10019",New York,NY,212489
1445980001797,Food Fair by Diego ,(323) 933-9314,"7825 Beverly Blvd, Los Angeles, CA 90036",Los Angeles,CA,323933
1445980001798,Food Fight Inc ,(608) 246-2754,"2002 Atwood Ave, Madison, WI 53704",Madison,WI,608246
1445980001799,Food Haus Caf̩ ,(213) 741-0007,"2106 S Olive St, Los Angeles, CA 90007",Los Angeles,CA,213741
1445980001800,Food Trattoria & Wine Bar ,(415) 928-3728,"2800 California St, San Francisco, CA 94115",San Francisco,CA,415928
1445980001801,Food World ,(212) 661-1110,"20 E 46th St, New York, NY 10017",New York,NY,212661
1445980001802,Foodlab ,(323) 851-7120,"7253 Santa Monica Blvd, Los Angeles, CA 90046",Los Angeles,CA,323851
1445980001803,Forage ,(323) 663-6885,"3823 W Sunset Blvd, Los Angeles, CA 90026",Los Angeles,CA,323663
1445980001804,Forage Kitchen ,(608) 260-0088,"665 State St, Madison, WI 53703",Madison,WI,608260
1445980001805,Foragers Table ,(212) 243-8888,"233 8th Ave, New York, NY 10011",New York,NY,212243
1445980001806,Foreign Cinema ,(415) 648-7600,"2534 Mission St, San Francisco, CA 94110",San Francisco,CA,415648
1445980001807,Forequarter ,(608) 609-4717,"708 E Johnson, Madison, WI 53703",Madison,WI,608609
1445980001808,Forever 21 ,(212) 302-0594,"1540 Broadway, New York, NY 10036",New York,NY,212302
1445980001809,Forever Taste ,(646) 262-1831,"27 Rutgers St, New York, NY 10002",New York,NY,646262
1445980001810,Fork ,(773) 751-1500,"4600 N Lincoln Ave, Chicago, IL 60625",Chicago,IL,773751
1445980001811,Fork and Spoon Productions ,(415) 552-7130,"2161 3rd St, San Francisco, CA 94107",San Francisco,CA,415552
1445980001812,Fornarina ,(323) 782-7901,"8000 Melrose Ave, Los Angeles, CA 90046",Los Angeles,CA,323782
1445980001813,Fort Defiance ,(917) 310-0629,"365 Van Brunt St, Brooklyn, NY 11231",Brooklyn,NY,917310
1445980001814,Foster Food & Liquor ,(773) 506-1918,"1900 W Foster Ave, Chicago, IL 60640",Chicago,IL,773506
1445980001815,Four Cafe ,(323) 272-3993,"519 S Fairfax Ave, Los Angeles, CA 90036",Los Angeles,CA,323272
1445980001816,Four Lakes Cafe ,(608) 263-6400,"600 Highland Ave, Madison, WI 53705",Madison,WI,608263
1445980001817,Four Lakes Market ,(608) 262-2225,"640 Elm Dr, Madison, WI 53706",Madison,WI,608262
1445980001818,Four Moon Tavern ,(773) 929-6666,"1847 W Roscoe St, Chicago, IL 60657",Chicago,IL,773929
1445980001819,Four Seasons Restaurant ,(415) 674-4146,"721 Larkin St, San Francisco, CA 94109",San Francisco,CA,415674
1445980001820,Four Star Video Cooperative ,(608) 255-1994,"449 State St, Madison, WI 53703",Madison,WI,608255
1445980001821,Fraboni�۪s Italian Specialties & Delicatessen ,(608) 256-0546,"822 Regent St, Madison, WI 53715",Madison,WI,608256
1445980001822,Fraboni�۪s Italian Specialties & Delicatessen ,(608) 222-6632,"108 Owen Rd, Monona, WI 53716",Monona,WI,608222
1445980001823,Frame It In Brooklyn ,(718) 788-7404,"767 3rd Ave, Brooklyn, NY 11232",Brooklyn,NY,718788
1445980001824,Frances ,(415) 621-3870,"3870 17th St, San Francisco, CA 94114",San Francisco,CA,415621
1445980001825,Frances Bakery & Coffee ,(213) 680-4899,"404 E 2nd St, Los Angeles, CA 90012",Los Angeles,CA,213680
1445980001826,Francesca�۪s Al Lago ,(608) 255-6000,"111 Martin Luther King Jr Blvd, Madison, WI 53703",Madison,WI,608255
1445980001827,Franchino ,(415) 982-2157,"347 Columbus Ave, San Francisco, CA 94133",San Francisco,CA,415982
1445980001828,Franciscan Crab Restaurant ,(415) 362-7733,"Pier 43 1/2, San Francisco, CA 94133",San Francisco,CA,415362
1445980001829,Francisco�۪s Mexican Cantina ,(608) 294-1100,"121 E Main St, Madison, WI 53703",Madison,WI,608294
1445980001830,Franco On Melrose ,(323) 934-3390,"6919 Melrose Ave, Los Angeles, CA 90038",Los Angeles,CA,323934
1445980001831,Frank N Hanks ,(213) 383-2087,"518 S Western Ave, Los Angeles, CA 90020",Los Angeles,CA,213383
1445980001832,Frank N Hanks ,(213) 383-2087,"518 S Western Ave, Los Angeles, CA 90020",Los Angeles,CA,213383
1445980001833,Frank�۪s Restaurant ,(323) 655-5277,"363 S Fairfax Ave, Los Angeles, CA 90036",Los Angeles,CA,323655
1445980001834,Franks ���N�۪ Dawgs ,(312) 281-5187,"1863 N Clybourn Ave, Chicago, IL 60614",Chicago,IL,312281
1445980001835,Franks Auto Repair & Auto Body Inc. ,(908) 322-4075,"56 S Martine Ave, Fanwood, NJ 07023",Fanwood,NJ,908322
1445980001836,Fratelli Cafe ,(323) 938-2233,"7200 Melrose Ave, Los Angeles, CA 90046",Los Angeles,CA,323938
1445980001837,Fred�۪s Downhome Burgers ,(323) 298-7762,"2524 W Slauson Ave, Los Angeles, CA 90043",Los Angeles,CA,323298
1445980001838,Freda�۪s Caribbean & Soul Cuisine ,(929) 267-4459,"993 Columbus Ave, New York, NY 10025",New York,NY,929267
1445980001839,Freddie�۪s Sandwiches ,(415) 433-2882,"300 Francisco St, San Francisco, CA 94133",San Francisco,CA,415433
1445980001840,FREEHOLD ,(718) 388-7591,"45 S 3rd St, Brooklyn, NY 11249",Brooklyn,NY,718388
1445980001841,Freemans ,(212) 420-0012,"191 Chrystie St, New York, NY 10002",New York,NY,212420
1445980001842,Freiburg Gastropub ,(608) 204-2755,"2612 Monroe St, Madison, WI 53711",Madison,WI,608204
1445980001843,French Louie ,(718) 935-1200,"320 Atlantic Ave, Boerum Hill, NY 11201",Boerum Hill,NY,718935
1445980001844,French Market Cafe ,(310) 577-9775,"2321 Abbot Kinney Blvd, Venice, CA 90291",Venice,CA,310577
1445980001845,Fresca ,(415) 759-8087,"24 W Portal Ave, San Francisco, CA 94127",San Francisco,CA,415759
1445980001846,Fresca ,(415) 447-2768,"2114 Fillmore St, San Francisco, CA 94115",San Francisco,CA,415447
1445980001847,Fresca La Cr̻pe ,(347) 768-1488,"39-82 61st St, Woodside, NY 11377",Woodside,NY,347768
1445980001848,Fresco ,(608) 663-7374,"227 State St, Madison, WI 53703",Madison,WI,608663
1445980001849,Fresco Tortillas ,(718) 389-8818,"620 Manhattan Ave, Brooklyn, NY 11222",Brooklyn,NY,718389
1445980001850,Fresh Brothers ,(310) 823-3800,"4722 1/2 Admiralty Way, Marina Del Rey, CA 90292",Marina Del Rey,CA,310823
1445980001851,Fresh Cool Drinks ,1445980000000,"704-712 State St, Madison, WI 53703",Madison,WI,608286
1445980001852,Fresh Salt ,(212) 962-0053,"146 Beekman St, New York, NY 10038",New York,NY,212962
1445980001853,Fresha Place ,(312) 877-5060,"171 West Randolph St, Chicago, IL 60601",Chicago,IL,312877
1445980001854,Freshii ,(608) 821-0209,"422 Gammon Pl, Madison, WI 53719",Madison,WI,608821
1445980001855,Freshii Palmer House ,(312) 419-1777,"17 E Monroe, Chicago, IL 60603",Chicago,IL,312419
1445980001856,Freshroll Vietnamese Rolls & Bowls ,(415) 348-1858,"157 4th St, San Francisco, CA 94103",San Francisco,CA,415348
1445980001857,Freshroll Vietnamese Rolls & Bowls ,(415) 348-1858,"157 4th St, San Francisco, CA 94103",San Francisco,CA,415348
1445980001858,Friedman�۪s ,(212) 268-1100,"450 10th Ave, New York, NY 10018",New York,NY,212268
1445980001859,Friedman�۪s ,(212) 971-9400,"132 W 31st St, New York, NY 10001",New York,NY,212971
1445980001860,Friedman�۪s ,(212) 932-0600,"1187 Amsterdam Ave, New York, NY 10027",New York,NY,212932
